WKT,X,Y,name,description
POINT,4.3029449,50.7540708,stuw 5,verval 50 cm
POINT,4.3010315,50.7549704,stuw 4,verval 50 cm
POINT,4.2984605,50.754419,stuw 3,verval 30 cm
POINT,4.2946359,50.7545658,stuw 2,verval 40 cm
POINT,4.2933583,50.7541215,stuw 1,verval 30 cm
